FID,t_nr,vejnavn,beskrivelse,husnummer,type,taelling_type,ktj_7_19,tung_pct,aadt_koretojer,hvdt_koretojer,cykler_7_19,ladcykler_pct,aadt_cykler,hvdt_cykler,fod_7_19,aadt_fod_7_19,hvdt_fod_7_19,fod_7_21,aadt_fod_7_21,hvdt_fod_7_21,fod_7_24,aadt_fod_7_24,hvdt_fod_7_24,aadt_fod_label,taelle_dato,aar,link,tung_pct_real,ladcykler_pct_real,lastbiler_7_19,lastbiler_pct,elloebehjul_7_19,elloebehjul_pct,andre_busser_7_19,ogc_fid,wkb_geometry
trafiktaelling.78,91,Øster Voldgade,Syd for Sølvgade,5,3,Andre faste tællinger,9718,"16,2",11400,12700,7291,"6,0",7500,8900,,,,,,,,,,,20220929,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/s0NC5iFKjz.pdf,16.20000076,6,543,"5,58",,,283,78,POINT (12.577468746205689 55.68702493169144)
trafiktaelling.79,92,Amager Boulevard,nordvest for Amagerbrogade,130 eller 133,3,Andre faste tællinger,8689,"6,6",10200,11400,8555,"4,0",8800,10400,,,,,,,,,,,20230620,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/PQCe6BdfvG.pdf,6.5999999,4,116,"1,34",,,5,79,POINT (12.598300096744339 55.665713941728434)
trafiktaelling.80,94,Amagerbrogade,nord for Englandsvej,120,3,Andre faste tællinger,10159,"6,9",11900,13300,11100,"1,5",11400,13500,,,,,,,,,,,20140522,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/EOGxWktcH7.pdf,6.9000001,1.5,157,,,,,80,POINT (12.607513666470583 55.65841463655809)
trafiktaelling.81,98,Annebergvej,nord for bellahøjvej,4,3,Andre faste tællinger,3082,"11,5",3600,4000,1704,,1800,2100,,,,,,,,,,,20150527,2015,https://kk.sites.itera.dk/apps/kk_trafik/pdf/59YmWbN8dq.pdf,11.5,,12,"0,39",,,,81,POINT (12.502642892345264 55.6963836643883)
trafiktaelling.82,99,Bellahøjvej,syd for Frederikssundsvej,4A,3,Andre faste tællinger,8263,"2,2",9700,10800,1548,"1,3",1600,1900,,,,,,,,,,,20150520,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/nZhyv1Dq6D.pdf,2.20000005,1.29999995,80,,,,,82,POINT (12.513850359733953 55.70553744521274)
trafiktaelling.83,103,Borgergade,nord for Gothersgade,2 eller 3,3,Andre faste tællinger,2996,"1,6",3500,3900,4391,"2,8",4500,5400,,,,,,,,,,,20141008,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/kZkcN4VWcL.pdf,1.60000002,2.79999995,,,,,,83,POINT (12.583917949382638 55.682342911683)
trafiktaelling.84,109,Dybbølsbro,mellem Kalvebod brygge og Ingerslevsgade,,3,Andre faste tællinger,5676,"3,7",6600,7400,19969,"2,6",20600,24400,,,,,,,,,,,20180918,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/NohMKXT8VP.pdf,3.70000005,2.5999999,138,,,,,84,POINT (12.559472902659955 55.66466355558433)
trafiktaelling.85,113,Frederiksberggade,nordøst for Rådhuspladsen,27 eller 38,3,Andre faste tællinger,54,,100,100,701,,700,900,27904,32600,33800,,,,,,,32600,20180620,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/anxm1jbeV3.pdf,,,,,,,,85,POINT (12.569758490421108 55.676649880742794)
trafiktaelling.86,117,Frederikssundsvej,øst for Frederiksborgvej,27,3,Andre faste tællinger,6662,"13,5",7800,8700,18059,"5,5",18600,22000,,,,,,,,,,,20230927,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/jm8VtVVQR4.pdf,13.5,5.5,146,"2,19",,,17,86,POINT (12.53403496752496 55.70169207674742)
trafiktaelling.87,120,Frederikssundsvej,øst for Brønshøj Torv,173,3,Andre faste tællinger,11943,"5,0",14000,15600,5732,"4,2",5900,7000,,,,,,,,,,,20210603,2021,https://kk.sites.itera.dk/apps/kk_trafik/pdf/yuPhIUtjmK.pdf,5,4.19999981,137,"1,14",,,25,87,POINT (12.50001846846371 55.704494121741654)
trafiktaelling.88,121,Fælledvej,nordøst for Nørrebrogade,3 eller 4,3,Andre faste tællinger,3125,"10,0",3700,4100,7480,"5,2",7700,9100,,,,,,,,,,,20220915,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/tqDz47eMaF.pdf,10,5.19999981,74,"2,36",,,6,88,POINT (12.559763803403113 55.688560264986556)
trafiktaelling.89,122,Gammel Kongevej,vest for Stenogade,23,2,Søsnittet,7205,"4,5",8400,9400,15006,"3,8",15500,18300,,,,,,,,,,,20220906,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/oKVyRQoy81.pdf,4.5,3.79999995,163,"2,26",,,11,89,POINT (12.55600129928193 55.673820515913064)
trafiktaelling.90,123,Gl. Køge Landevej,syd for Toftegårds Plads,41,3,Andre faste tællinger,19606,"4,4",22900,25700,5904,"4,6",6100,7200,,,,,,,,,,,20210601,2021,https://kk.sites.itera.dk/apps/kk_trafik/pdf/9t2VRXYSUG.pdf,4.4000001,4.5999999,356,"1,81",,,42,90,POINT (12.514686665905314 55.65901039277443)
trafiktaelling.91,127,Gothersgade,vest for kongens Nytorv,2 eller 5,3,Andre faste tællinger,5171,"5,3",6100,6800,11453,"3,6",11800,14000,,,,,,,,,,,20180927,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/O4ccm4T4VN.pdf,5.30000019,3.5999999,157,,,,,91,POINT (12.584855715162343 55.68156864607609)
trafiktaelling.92,129,Bryggebroen,cykel- og gangbro,,2,Søsnittet,,,,,19120,"3,2",19700,23300,3995,4700,4800,,,,,,,4700,20220914,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/i5vKkGDcLo.pdf,,3.20000005,,,131,"0,6",,92,POINT (12.56689481300105 55.661462968085374)
trafiktaelling.93,132,Hillerødgade,vest for Nattergalevej,70,3,Andre faste tællinger,9864,"2,5",11500,12900,4645,"4,6",4800,5700,,,,,,,,,,,20220621,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/5AfnfYEDRv.pdf,2.5,4.5999999,214,"2,17",,,31,93,POINT (12.530645243896661 55.69678994927962)
trafiktaelling.94,136,Holmens kanal,syd for Vingårdsstræde,5,3,Andre faste tællinger,22311,"2,6",26100,29200,8595,"3,4",8900,10500,,,,,,,,,,,20220927,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/jClEqICTEp.pdf,2.5999999,3.4000001,480,"2,15",,,61,94,POINT (12.585843348490723 55.67852843757127)
trafiktaelling.95,138,Hulgårdsvej,nord for Hillerødgade,12,3,Andre faste tællinger,20241,"2,3",23700,26500,3179,"4,4",3300,3900,,,,,,,,,,,20220623,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Y2E2EHfKrr.pdf,2.29999995,4.4000001,283,"1,39",,,39,95,POINT (12.513161221781816 55.6966291592122)
trafiktaelling.96,151,Lygten,syd for Drejervej,2B,3,Andre faste tællinger,8101,"3,8",9500,10600,8587,"5,3",8800,10500,,,,,,,,,,,20220921,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/0yRuMCTZtl.pdf,3.79999995,5.30000019,88,"1,08",,,2,96,POINT (12.537459308663518 55.7020169949061)
trafiktaelling.97,157,Nyhavnsbroen,nord for Holbergsgade,,3,Andre faste tællinger,9029,"4,1",10600,11800,4429,"2,6",4600,5400,,,,,,,,,,,20161011,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/bN67iWzLLo.pdf,4.0999999,2.5999999,99,,,,,97,POINT (12.591300660819108 55.67965165246204)
trafiktaelling.98,161,Åbuen,Cykel- og gangbro over Ågade,,3,Andre faste tællinger,,,,,9142,"4,2",9400,11200,1060,1200,1300,,,,,,,1200,20230927,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Z0U1dX2cIx.pdf,,4.19999981,,,25,"0,2",,98,POINT (12.545133225426333 55.68656014647924)
trafiktaelling.99,166,Nørrebrogade,nordvest for Jagtvej,148 eller 157,3,Andre faste tællinger,6361,"10,7",7400,8300,23787,"3,0",24500,29000,,,,,,,,,,,20180913,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/neUJTCtHbO.pdf,10.69999981,3,119,,,,,99,POINT (12.548233818149365 55.69473241036397)
trafiktaelling.100,170,Nørre Søgade,sydvest for Vendersgade,7,3,Andre faste tællinger,24087,"1,4",28200,31600,10171,"4,1",10500,12400,,,,,,,,,,,20210928,2021,https://kk.sites.itera.dk/apps/kk_trafik/pdf/UdaYkGduV8.pdf,1.39999998,4.0999999,315,"1,30",,,30,100,POINT (12.564253839393878 55.68512426608228)
trafiktaelling.101,171,Peter Bangs Vej,nord for Roskildevej,283,3,Andre faste tællinger,16195,"2,2",18900,21200,2094,"1,3",2200,2600,,,,,,,,,,,20181127,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/1ZRCoej08G.pdf,2.20000005,1.29999995,249,,,,,101,POINT (12.483655812929133 55.67348017896397)
trafiktaelling.102,176,Rebildvej,sydvest for Dybendalsvej,20A,3,Andre faste tællinger,17652,"2,9",20700,23100,1836,"1,0",1900,2200,,,,,,,,,,,20150505,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/fXlHrhZCIL.pdf,2.9000001,1,243,,,,,102,POINT (12.504013044387477 55.69003800744337)
trafiktaelling.103,179,Røde Mellemvej,syd for Sundbyvestervej,93 eller 96,3,Andre faste tællinger,12083,"5,7",14100,15800,3611,"5,8",3700,4400,,,,,,,,,,,20190606,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/nPx7ui1Znp.pdf,5.69999981,5.80000019,608,"5,0",,,53,103,POINT (12.591770173676526 55.6455995304294)
trafiktaelling.104,184,Slotsherrensvej,nord for Jyllingevej,1,3,Andre faste tællinger,8873,"1,6",10400,11600,2233,"2,4",2300,2700,,,,,,,,,,,20181113,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/P8J3DmlZtb.pdf,1.60000002,2.4000001,117,,,,,104,POINT (12.493649088480334 55.69417606285983)
trafiktaelling.105,191,Stormgade,nordøst for Vester Voldgade,12,3,Andre faste tællinger,9993,"7,5",11700,13100,8147,"4,5",8400,9900,,,,,,,,,,,20230613,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/nSm4RSU1Po.pdf,7.5,4.5,199,"1,99",,,118,105,POINT (12.574110584391434 55.674890024211955)
trafiktaelling.106,194,Strandvejen,syd for Callisensvej,,3,Andre faste tællinger,13933,"5,1",16300,18300,5706,"4,0",5900,7000,,,,,,,,,,,20220518,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/ggFDP2OAFP.pdf,5.0999999,4,189,"1,36",,,20,106,POINT (12.576238173524654 55.72883669346158)
trafiktaelling.107,195,Strandvænget,ud for Roklubberne,42 eller 61,3,Andre faste tællinger,22894,"6,5",26800,30000,2869,"4,0",3000,3500,,,,,,,,,,,20210624,2021,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Pl22SFXP6S.pdf,6.5,4,1374,"6,0",,,33,107,POINT (12.586158262593989 55.7134572591352)
trafiktaelling.108,196,Svanemøllebroen,ved stationen,,3,Andre faste tællinger,16044,"3,0",18800,21000,8285,"1,9",8500,10100,,,,,,,,,,,20170906,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/GrTVyZ4BFi.pdf,3,1.89999998,127,,,,,108,POINT (12.577435677118281 55.71617707772138)
trafiktaelling.109,202,Tietgensbro,Tietgensgade 39,39,3,Andre faste tællinger,8834,"5,0",10300,11600,7758,"4,9",8000,9500,,,,,,,,,,,20220928,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/zhuyPgZygV.pdf,5,4.9000001,187,"2,11",,,96,109,POINT (12.566819590887347 55.67121065622807)
trafiktaelling.110,203,Toftegårdsbroen,øst for Valby Station,,3,Andre faste tællinger,22396,"4,8",26200,29300,6301,"3,0",6500,7700,,,,,,,,,,,20180614,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/I4uBNg1VWl.pdf,4.80000019,3,429,,,,,110,POINT (12.516229377445391 55.66375539412429)
trafiktaelling.111,204,Tomsgårdsvej,nord for Frederikssundsvej,3 eller 4,3,Andre faste tællinger,27906,"2,5",32700,36600,3403,"1,3",3500,4200,,,,,,,,,,,20150507,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/cqGHoPvmk1.pdf,2.5,1.29999995,514,,,,,111,POINT (12.521782649305086 55.706433033894726)
trafiktaelling.112,210,Valby Langgade,øst for Nakskovvej,192,3,Andre faste tællinger,9212,"3,3",10800,12100,4390,"3,2",4500,5400,,,,,,,,,,,20180614,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/woTyPtQ370.pdf,3.29999995,3.20000005,129,,,,,112,POINT (12.49299949249948 55.669372008627406)
trafiktaelling.113,211,Valby Langgade,vest for Vestervang,241 eller 260,3,Andre faste tællinger,3400,"2,1",4000,4500,800,"1,5",800,1000,,,,,,,,,,,20130514,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Szu4S0lRnr.pdf,2.0999999,1.5,61,,,,,113,POINT (12.484198727622589 55.6717470318481)
trafiktaelling.114,212,Vejlands Allé,vest for Røde Mellemvej,140,3,Andre faste tællinger,23612,"4,4",27600,30900,2681,"8,7",2800,3300,,,,,,,,,,,20230920,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/8Xjrz2KEUj.pdf,4.4000001,8.69999981,794,"3,36",,,68,114,POINT (12.590998208040155 55.64247929041652)
trafiktaelling.115,213,Vermlandsgade,øst for Herjedalsgade,31,3,Andre faste tællinger,15689,"8,0",18400,20600,5901,"2,8",6100,7200,,,,,,,,,,,20190522,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/NG40NQ1AiW.pdf,8,2.79999995,1140,"7,3",,,107,115,POINT (12.60350459683363 55.66850976413765)
trafiktaelling.116,217,Vestergade,sydvest for Larsbjørnsstræde,16,100,Øvrige tællinger,478,"4,6",600,600,7800,,8000,9500,,,,,,,,,,,20230613,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/e9zYCGJFef.pdf,4.5999999,,22,"4,6",,,,116,POINT (12.569843702519954 55.677511428801424)
trafiktaelling.117,218,Vester Voldgade,nordvest for Rådhuspladsen,14 eller 33,3,Andre faste tællinger,2277,36,2700,3000,5862,,6000,7200,,,,,,,,,,,20151001,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/AlI81YYS6W.pdf,36,,403,,,,,117,POINT (12.56790105639275 55.67705949302894)
trafiktaelling.118,221,Vigerslev Allé,vest for Enghavevej,1A,3,Andre faste tællinger,13582,"7,2",15900,17800,8719,"4,0",9000,10600,,,,,,,,,,,20210929,2021,https://kk.sites.itera.dk/apps/kk_trafik/pdf/BlN6LbMn8F.pdf,7.19999981,4,372,"2,73",,,29,118,POINT (12.539799661031395 55.662798150064916)
trafiktaelling.119,223,Vigerslev Allé,øst for Retortvej,141 eller 156,3,Andre faste tællinger,13600,"5,1",15900,17800,2800,"1,7",2900,3400,,,,,,,,,,,20110412,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Av5I9kWGU9.pdf,5.0999999,1.70000005,285,,,,,119,POINT (12.498195521008052 55.65984011004402)
trafiktaelling.120,226,Vigerslevvej,nordvest for Gammel Køge Landevej,350,3,Andre faste tællinger,3200,"4,5",3700,4200,500,,500,600,,,,,,,,,,,20110407,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/MXfeGRbFev.pdf,4.5,,59,,,,,120,POINT (12.500896609491464 55.64311133835356)
trafiktaelling.121,228,Øresundsvej,vest for Kastrupvej,49 eller 50,3,Andre faste tællinger,6215,"3,6",7300,8100,3060,"5,8",3200,3700,,,,,,,,,,,20190528,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/BVbZBpxAJ5.pdf,3.5999999,5.80000019,102,"2,6",,,10,121,POINT (12.612771649757862 55.66025793074074)
trafiktaelling.122,232,Østerbrogade,syd for Jagtvej,154,3,Andre faste tællinger,13511,"3,3",15800,17700,9667,"4,9",10000,11800,,,,,,,,,,,20220928,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/tEjvpCdJe8.pdf,3.29999995,4.9000001,191,"1,41",,,31,122,POINT (12.577422195632968 55.708661689376115)
trafiktaelling.123,234,Øster Farimagsgade,sydvest for Lille Triangel,91,3,Andre faste tællinger,6303,"7,2",7400,8300,7454,"2,5",7700,9100,,,,,,,,,,,20140902,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/BlqhWqPNzg.pdf,7.19999981,2.5,193,,,,,123,POINT (12.579452594425002 55.69514262265697)
trafiktaelling.124,237,Øster Søgade,sydvest for Lille Triangel,110,3,Andre faste tællinger,2600,"2,1",3000,3400,3800,,3900,4600,,,,,,,,,,,20090915,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/maSinIeZzv.pdf,2.0999999,,,,,,,124,POINT (12.578855552543384 55.69560114227423)
trafiktaelling.125,240,Ålekistevej,nord for Peter Bangs Vej,20,3,Andre faste tællinger,11622,"2,5",13600,15200,1952,"2,5",2000,2400,,,,,,,,,,,20181218,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/cNkzwytSNs.pdf,2.5,2.5,117,,,,,125,POINT (12.486200462958804 55.67743527621773)
trafiktaelling.126,241,Ålekistevej,syd for Slotsherrensvej,231,3,Andre faste tællinger,9703,"5,1",11400,12700,2975,"1,6",3100,3600,,,,,,,,,,,20180628,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/YMGA0JOGOJ.pdf,5.0999999,1.60000002,110,,,,,126,POINT (12.479075258756431 55.69726228711757)
trafiktaelling.127,242,Ålholmvej,nord for Roskildevej,29 eller 30,3,Andre faste tællinger,11431,"5,1",13400,15000,2475,"2,3",2500,3000,,,,,,,,,,,20181023,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/eLdfmvoEyt.pdf,5.0999999,2.29999995,173,,,,,127,POINT (12.488670643823333 55.67303495187131)
trafiktaelling.128,245,Amagerfælledvej,syd for Sundholmsvej,52,3,Andre faste tællinger,13105,"6,5",15300,17200,6605,"4,5",6800,8100,,,,,,,,,,,20190606,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/weyEtaX8MG.pdf,6.5,4.5,674,"5,1",,,68,128,POINT (12.593784307072148 55.662248404395434)
trafiktaelling.129,255,Blegdamsvej,sydvest for Trianglen,31,3,Andre faste tællinger,5058,"6,8",5900,6600,5527,"5,1",5700,6700,,,,,,,,,,,20220614,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/AVn86hCR9I.pdf,6.80000019,5.0999999,113,"2,23",,,10,129,POINT (12.575410288156492 55.69849550371401)
trafiktaelling.130,258,Classensgade,øst for Østerbrogade,10,3,Andre faste tællinger,4160,"4,3",4900,5400,4576,"5,0",4700,5600,,,,,,,,,,,20190911,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/3oaOmWJJdV.pdf,4.30000019,5,86,"2,1",82,"1,8",6,130,POINT (12.580652334787487 55.69647486192941)
trafiktaelling.131,259,Emdrupvej,øst for Tuborgvej,,3,Andre faste tællinger,4369,"3,4",5100,5700,1848,"6,2",1900,2300,,,,,,,,,,,20210609,2021,https://kk.sites.itera.dk/apps/kk_trafik/pdf/3ZGxsNDd39.pdf,3.4000001,6.19999981,69,"1,57",,,9,131,POINT (12.546243454030456 55.721598775174456)
trafiktaelling.132,270,Gothersgade,øst for Nørre Voldgade,115,3,Andre faste tællinger,8853,"5,4",10400,11600,18933,"2,7",19500,23100,,,,,,,,,,,20180926,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/PgXWq9YUEk.pdf,5.4000001,2.70000005,249,,,,,132,POINT (12.57460563591346 55.68431975124688)
trafiktaelling.133,275,Hamletsgade,nordøst for Nannasgade,12B,3,Andre faste tællinger,3368,"1,9",3900,4400,3911,"6,1",4000,4800,,,,,,,,,,,20220921,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/2se3IxcCqo.pdf,1.89999998,6.0999999,60,"1,78",,,5,133,POINT (12.545677974815252 55.70175857800836)
trafiktaelling.134,276,Hammerichsgade,sydvest for H.C. Andersens Boulevard,14,3,Andre faste tællinger,7166,"6,5",8400,9400,6430,"4,6",6600,7800,,,,,,,,,,,20230928,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/hWtIex4Gw7.pdf,6.5,4.5999999,357,"4,98",,,109,134,POINT (12.564288130384158 55.67808636826459)
trafiktaelling.135,298,Lyrskovgade,øst for Vester Fælledvej,36,3,Andre faste tællinger,2628,"2,4",3100,3400,2649,,2700,3200,1190,1400,1400,,,,,,,1400,20171005,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/txN8nuv63P.pdf,2.4000001,,0,,,,,135,POINT (12.540763765255173 55.66840513635539)
trafiktaelling.136,300,Løngangsstræde,nordøst for Vester Voldgade,37,3,Andre faste tællinger,605,"0,7",700,800,1627,,1700,2000,2102,2500,2500,,,,,,,2500,20230613,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/S0nHluj99m.pdf,0.69999999,,,,,,,136,POINT (12.572370905125684 55.67532814692517)
trafiktaelling.137,309,Peder Lykkes Vej,øst for Røde Mellemvej,105,3,Andre faste tællinger,9039,"3,4",10600,11800,5302,"4,4",5500,6500,,,,,,,,,,,20190606,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/fzdHwRgHNd.pdf,3.4000001,4.4000001,89,"1,0",,,13,137,POINT (12.59536198748703 55.65495060723295)
trafiktaelling.138,332,Studiestræde,øst for Vester Voldgade,40 eller 45,3,Andre faste tællinger,1104,"0,3",1300,1400,2341,,2400,2900,2498,2900,3000,,,,,,,2900,20230613,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/5rTTbvXXcn.pdf,0.30000001,,,,,,,138,POINT (12.567597366293825 55.67792132848996)
trafiktaelling.139,341,Uplandsgade,nordvest for Prags Boulevard,74,3,Andre faste tællinger,9084,"13,1",10600,11900,1725,"3,9",1800,2100,,,,,,,,,,,20190522,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/bWdhb6jpjc.pdf,13.10000038,3.9000001,1060,"11,7",,,108,139,POINT (12.617216032690918 55.66898489618832)
trafiktaelling.140,359,Århusgade,vest for Østbanegade,101 -103,3,Andre faste tællinger,1420,"13,7",1700,1900,2960,"4,7",3000,3600,,,,,,,,,,,20220531,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/W0gGjpobPv.pdf,13.69999981,4.69999981,37,"2,60",,,4,140,POINT (12.587946590292239 55.706952223779865)
trafiktaelling.141,360,Amager Strandvej,syd for Prags Boulevard,16,3,Andre faste tællinger,8235,"11,5",9600,10800,990,"4,6",1000,1200,,,,,,,,,,,20220505,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/3xC6Ce7IsC.pdf,11.5,4.5999999,940,"11,41",,,11,141,POINT (12.62590480723698 55.66897282482195)
trafiktaelling.142,363,Islands Brygge,,1B,3,Andre faste tællinger,3351,"2,1",3900,4400,6361,"3,3",6600,7800,,,,,,,,,,,20190521,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Epr7yAsuXt.pdf,2.0999999,3.29999995,47,"1,4",,,1,142,POINT (12.579675756330357 55.669340001343464)
trafiktaelling.143,377,Fiolstræde,syd for Nørre Voldgade,33,3,Andre faste tællinger,257,,300,300,1290,,1300,1600,13918,16300,16800,,,,,,,16300,20180619,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/nTihHdx9zj.pdf,,,0,,,,,143,POINT (12.571810503303972 55.682443140865516)
trafiktaelling.144,381,Sjælør Boulevard,nord for Ellebjergvej,55,3,Andre faste tællinger,7100,"7,2",8300,9300,2900,,3000,3500,,,,,,,,,,,20121003,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/AJ4PjZaIf2.pdf,7.19999981,,97,,,,,144,POINT (12.527849082219777 55.650801347764805)
trafiktaelling.145,384,Roskildevej,vest for Skellet,130,3,Andre faste tællinger,15137,"3,3",17700,19800,3678,"3,7",3800,4500,,,,,,,,,,,20210602,2021,https://kk.sites.itera.dk/apps/kk_trafik/pdf/CJHVY9If5O.pdf,3.29999995,3.70000005,279,"1,84",,,27,145,POINT (12.492608916607374 55.67250052877472)
trafiktaelling.146,392,Landlystvej,vest for Engdals Allé,,1,Kommunegrænsen,3827,"1,2",4500,5000,1404,,1400,1700,,,,,,,,,,,20220504,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/ssQymWyvEs.pdf,1.20000005,,46,"1,20",,,,146,POINT (12.477994530667285 55.660457372519545)
trafiktaelling.147,397,Blegdamsvej,sydvest for Fredensgade,38,3,Andre faste tællinger,4289,"7,7",5000,5600,7652,"5,0",7900,9300,,,,,,,,,,,20220920,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/5L5oUe8qT3.pdf,7.69999981,5,75,"1,74",,,18,147,POINT (12.565580692425568 55.693248861751165)
trafiktaelling.148,414,Husumvej,nord for Tølløsevej,19,3,Andre faste tællinger,7344,"2,2",8600,9600,2467,"1,9",2500,3000,,,,,,,,,,,20180626,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/LLT8hOUn0M.pdf,2.20000005,1.89999998,65,,,,,148,POINT (12.48035566100755 55.69928706880268)
trafiktaelling.149,418,Nørre Allé,syd for Tagensvej,45,3,Andre faste tællinger,3768,"1,7",4400,4900,7846,"3,6",8100,9600,,,,,,,,,,,20220920,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/V2mJz5yGHu.pdf,1.70000005,3.5999999,59,"1,56",,,5,149,POINT (12.561380136458872 55.695510760591)
trafiktaelling.150,445,Ved Stadsgraven,nordøst for Amager Boulevard,13,3,Andre faste tællinger,14747,"6,8",17300,19300,4027,"6,1",4100,4900,,,,,,,,,,,20230620,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/gQAjdbg2hP.pdf,6.80000019,6.0999999,921,"6,25",,,78,150,POINT (12.592889163763973 55.66795540243498)
trafiktaelling.151,467,Rådvadsvej,vest for Frederiksborgvej,139 eller 140,3,Andre faste tællinger,2858,"1,1",3300,3700,461,,500,600,,,,,,,,,,,20140507,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/bkVG3u6kc2.pdf,1.10000002,,25,,,,,151,POINT (12.529691551199551 55.72091538640939)
trafiktaelling.152,477,Englandsvej,syd for Sundbyvestervej,148,3,Andre faste tællinger,9053,"3,8",10600,11900,2163,"6,7",2200,2600,,,,,,,,,,,20190612,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/zZVuMDzqbB.pdf,3.79999995,6.69999981,177,"2,0",,,24,152,POINT (12.598168598146444 55.64573286252509)
trafiktaelling.153,478,Jagtvej,øst for Lyngbyvej,177,3,Andre faste tællinger,12398,"3,3",14500,16200,7617,"4,0",7800,9300,,,,,,,,,,,20220928,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/XUnnLIXU5s.pdf,3.29999995,4,284,"2,29",,,19,153,POINT (12.564623810964573 55.70672978751474)
